Author,Story Date,Story URL,Headline,Claim URL,Claimed By,What (Claim),About Subject,About Person,Language
Pallavi Mishra,16th Sep 2020,https://www.vishvasnews.com/viral/quick-fact-check-fake-news-is-going-viral-in-the-name-of-prime-minister-unemployment-allowance-scheme/,Quick Fact Check: प्रधानमंत्री बेरोजगार भत्ता योजना के नाम पर फिर फैलाया जा रहा है झूठ,https://archive.fo/wip/mCVCj,dv Sachin Shravage,प्रधानमंत्री बेरोजगार भत्ता योजना 2020 में अपना रजिस्ट्रेशन करे इस योजना के अंतर्गत सभी युवा बेरोजगारों को 3500 रुपये हर महीने दिया जाएगा रजिस्ट्रेशन करने के लिए निचे दिए गए लिंक पर क्लिक कर अपना फॉर्म भरे आवेदन शुल्क – 00 Rs योग्यता – 10वी पास आयु – 18 से 40 वर्ष रजिस्ट्रेशन की लास्ट डेट – 30 अगस्त 2020 ऑनलाइन रजिस्ट्रेशन यहां से करें,PM Berozgar bhatta yojna,Narendra Modi,Hindi
Pallavi Mishra,14th Sep 2020,https://www.vishvasnews.com/viral/fact-check-photo-of-man-walking-with-severed-head-in-his-hand-viral-with-misleading-claim-fact-check-%e0%a4%95%e0%a4%9f%e0%a4%be-%e0%a4%b8%e0%a4%bf%e0%a4%b0-%e0%a4%b2%e0%a5%87%e0%a4%95%e0%a4%b0/,Fact Check: कटा सिर लेकर थाने पहुंचे युवक की तस्वीर को भ्रामक दावे के साथ किया जा रहा है वायरल,https://archive.fo/BzwMh,FB User Vikash Kr,This guy from India whose sister was raped and he chopped off the rapist’s head and brought it to the police station. May be we need more men like him,Man beheads rapist,Criminal,Hindi
Pallavi Mishra,11th Sep 2020,https://www.vishvasnews.com/viral/fact-check-ambani-family-is-not-giving-rs-200-crore-for-kangana-ranaut-to-rebuild-office-viral-post-is-fake-fact-check/,"Fact Check: अंबानी परिवार नहीं दे रहा है कंगना रनोट को 200 करोड़ रुपये, वायरल पोस्ट फर्जी है",https://archive.fo/wip/jOpP5,Anand Chauhan,To build a new studio. # Ambani Family gives Kangna Ranaut Rs 200 crores. Neeta Ambani. Thank you for supporting Kangana,Ambani Family nationalist,Kangna Ranaut,Hindi
Urvashi Kapoor,10th Sep 2020,https://www.vishvasnews.com/viral/fact-check-no-these-arent-fake-eggs-from-china-these-are-prank-slime-toys-2/,"Fact Check: ये चीन से आए नकली अंडे नहीं हैं, वायरल पोस्ट का दावा फर्जी है",https://archive.md/4bBsS,Bittu Sharma,इस वीडियो को शेयर कर दावा किया जा रहा है कि आर्टिफिशियल और नकली अंडे बनाकर बेचे जा रहे हैं।,Fake Eggs,China,Hindi
Pallavi Mishra,10th Sep 2020,https://www.vishvasnews.com/viral/fact-check-video-of-woman-beating-a-child-in-bengaluru-viral-in-the-name-of-mumbai/,"Fact Check: बच्चे की पिटाई का यह वीडियो मुंबई का नहीं, बेंगलुरु का है",https://archive.fo/wip/4UXgN,Chetan sinha @chetansinha22,Look how these women are abusing the kid. get them in jail lifetime imprisonment asap!! Folded hands #share #stopchildabuse Cross markNo entry sign #dadar #mumbai #childabuse #childviole,Child abusers,Mumbaikars,Hindi
Urvashi Kapoor,9th Sep 2020,https://www.vishvasnews.com/world/fact-check-viral-post-about-usage-of-mask-by-who-is-misleading/,Fact Check: मास्क पहनने से जुड़ा WHO का पुराना मैसेज ताजा बता कर वायरल,https://archive.md/sftkB,FB user: चंदन आर्य,"डब्ल्यूएचओ ने कहा कि केवल हेल्थकेयर वर्कर्स, केयरटेकर्स या फिर जिन्हें कोविड 19 के लक्षण है उन्हें ही मास्क पहनने की जरूरत है।",Face Mask,WHO,Hindi
Urvashi Kapoor,8th Sep 2020,https://www.vishvasnews.com/society/fact-check-viral-post-claiming-covid-19-means-certificate-of-identification-of-vaccine-with-artificial-intelligence-is-fake/,"Fact Check: वायरल पोस्ट में बताया जा रहा COVID-19 का अर्थ है गलत, न करें यकीन",http://archive.today/dEiRW,Twitter user: Right To Truth Media,COVID-19 का अर्थ 'सर्टिफिकेट ऑफ आइडेंटिफिकेशन ऑफ वैक्सीनेशन विद आर्टिफिशियल इंटेलिजेंस' है।,Meaning of COVID-19,COVID-19,Hindi
Pallavi Mishra,6th Sep 2020,https://www.vishvasnews.com/politics/fact-check-fake-image-of-amit-shah-with-naga-sadus-viral/,Fact Check: नागा साधुओं के साथ अमित शाह की वायरल तस्वीर फर्जी है,https://www.facebook.com/groups/rktrueindian/permalink/622049721733574/,Ajay Kumar Singh,कोरोना वायरस की दवा की खोज में हमारे वैज्ञानिकों के साथ गृहमन्त्री विचार विमर्श करते हुवे।,Naga Sadhus,Amit Shah,Hindi
Pallavi Mishra,6th Sep 2020,https://www.vishvasnews.com/politics/quick-fact-check-pothole-of-lucknow-bridge-is-again-being-passed-of-as-delhis/,Quick Fact Check: लखनऊ के ब्रिज में हुए गढ्ढे को फिर से दिल्ली का बता कर किया जा रहा है वायरल,https://archive.fo/wip/7bFLU,Kumar Vijay,दिल्ली का पुल जो 450 करोड़ का बनना था और केजरीवाल ने 250 करोड़ में बनाया और 250 करोङ भी बेकार हो गऐ ,Bridge damaged in Delhi,Delhiites,Hindi
Urvashi Kapoor,5th Sep 2020,https://www.vishvasnews.com/viral/quick-fact-check-fake-post-about-indian-student-finding-covid-19-cure-resurfaces/,"Quick Fact Check: भारतीय स्टूडेंट ने नहीं खोजा कोविड-19 का घरेलू उपचार, फर्जी दावा फिर वायरल",https://www.facebook.com/nitin.sawant.5015983/posts/307076737291976,Nitin Sawant,पांडिचेरी यूनिवर्सिटी के एक स्टूडेंट ने कोविड-19 का घरेलू उपचार खोज लिया है और WHO ने भी इसे मान्यता दे दी है।,Covid 19 Cure,Indian Student,Hindi
Pallavi Mishra,5th Sep 2020,https://www.vishvasnews.com/viral/fact-check-the-singer-seen-in-the-video-is-not-kishore-kumars-granddaughter/,Fact Check: वीडियो में दिख रही गायिका किशोर कुमार की पोती नहीं हैं,https://archive.fo/wip/gTYIu,FB User Mahendra Singh,Kishore Kumar’s granddaughter and Amit Kumar’s daughter…Kishore Kumar’s 14-year-old granddaughter Muktika Ganguly (daughter of Amit Kumar) carrying forward her grandfather’s legacy,Kishor Kumar's granddaughter,Kishor Kumar,Hindi
Pallavi Mishra,4th Sep 2020,दिल्ली के तथाकथित शांतिदूत कहे जाने वाले ताहिर हुसैन के घर से हथियारों जखीरा मिला। यह तो एक घर की तस्वीरें है। सोचो ऐसे कितने घर होंगे ,Fact Check: Pictures of school girl made DSP For One Day On Women’s Day Viral With Fake Claim,http://archive.md/wip/XxZ3d,FB Page JAMMU Talk,24 Year’s Old Indian Muslim Girl Qualifies IAS in Maharashtra Mumbai.,Islam phobia,Muslim Schoolgirl,Hindi
Pallavi Mishra,4th Sep 2020,https://www.vishvasnews.com/society/quick-fact-check-no-this-lady-inspector-is-not-the-daughter-of-a-rickshaw-puller-fake-claim-viral/,Quick Fact Check: रिक्शा चालक की बेटी नहीं हैं ये महिला इंस्पेक्टर; फर्जी कहानी फिर से वायरल,https://archive.fo/wip/5FK1U,Ashish Tiwari (Kishan),रिक्सा चालक की बेटी उसी छेत्र की दरोगा बनी जिस छेत्र में उसके पिता रिक्सा चलाते हैं.. बधाई तो बनती है,Rickshaw puller's daughter becomes IPS,Rickshaw puller,Hindi
Pallavi Mishra,3rd Sep 2020,https://www.vishvasnews.com/politics/fact-check-video-of-women-falling-in-gutter-is-from-pakistan-not-delhi/,"Fact Check: गटर में गिरी महिलाओं का यह वीडियो दिल्ली का नहीं, पाकिस्तान का है",https://archive.fo/wip/5zdOi,Facebook user Shashank Upadhyay - Shubham Pandit,n-120 walon ka ilaj hai . wo is he hal mai khush hain.. in k leya dua b karna fazol hai,Delhi road condition,Delhiites,Hindi
Urvashi Kapoor,2nd Sep 2020,https://www.vishvasnews.com/viral/fact-check-fenugreek-seed-tape-isnt-covid-19-cure/,"Fact Check: मेथी दाने को टेप से हाथ पर लगाने से नहीं होगा COVID-19 का इलाज, वायरल पोस्ट फर्जी",https://www.facebook.com/ravinderjeet.singh.1272/videos/1528501123996496/,FB User: Ravinderjeet Singh, मेथी दाना टेप से हो सकता है कोरोनावायरस का इलाज।,Covid 19 Cure,Fenugreek Seeds,Hindi
Pallavi Mishra,2nd Sep 2020,https://www.vishvasnews.com/politics/fact-check-old-photo-of-injured-policeman-viral-with-false-communal-claim/,Fact Check: पुलिसवाले की पिटाई का फोटो गलत सांप्रदायिक दावे के साथ वायरल,https://archive.fo/wip/IBo0T,Raji Hindustani,"Chennai becoming a Mini Pakistan. Assistant Inspector Akhilan, who tried to stop 3 Muslin youths in Tiruvallikeni area from abusing women under the influence of cannabis at Marina Beach, was attacked severely. Hundreds of Muslims besiege police",attack on police,Tamil Nadu policeman,Hindi
Pallavi Mishra,2nd Sep 2020,https://www.vishvasnews.com/world/video-of-a-sandstorm-is-being-shared-as-cloud-touching-ground/,Quick Fact Check: रेतीले तूफान के वीडियो को फिर से धरती पर बादल बताकर किया जा रहा है वायरल,https://www.facebook.com/astrologer.arun/videos/3226495970797896/,Astro Thakur,तिब्बत में सारे बादल रोड़ पर आकर खडे हो गये,Climate change,Tibetans,Hindi
Pallavi Mishra,1st Sep 2020,https://www.vishvasnews.com/politics/fact-check-photo-of-pm-modi-paying-tribute-to-veer-savarkar-viral-with-fake-claim/,Fact Check: वीर सावरकर को श्रद्धांजलि देते प्रधानमंत्री नरेंद्र मोदी की तस्वीर गलत दावे के साथ गोडसे का बता कर वायरल,https://archive.fo/wip/urZle,R V Sundar Raj,"अब बोलो, हमारे शहर (क्षेत्र, इलाके) में लोग उन्हें क्या नाम देंगे? एक ओर ये महात्मा गांधी की प्रार्थना करते हैं और दूसरी ओर गोडसे की जिन्होंने उन्हें गोली मारी थी। भारत बढ़ेगा।",Godse,PM Modi,Hindi
Pallavi Mishra,1st Sep 2020,https://www.vishvasnews.com/society/fact-check-bcci-has-not-suspended-ipl-2020-fake-claim-viral/,Fact Check: BCCI द्वारा आईपीएल 2020 को निलंबित किये जाने वाला दावा गलत है,https://archive.fo/y4STy,@RahulkaFan,JUST IN: BCCI officially suspends IPL 2020 indefinitely in light of the #Coronavirus pandemic.,IPL,BCCI Officials,Hindi
Pallavi Mishra,29th Aug 2020,https://www.vishvasnews.com/politics/fact-check-video-of-andhra-pradesh-is-going-viral-in-the-name-of-dubai-again/,Quick Fact Check: आंध्र प्रदेश के कार्यक्रम को फिर से दुबई का बता कर किया जा रहा है वायरल,https://archive.fo/wip/uquSv,Vishnu Pandey,"दुबई में मुस्लिम ओरतों ने नई पहल करते हुए मस्ज़िद में राम भजन प्रस्तुत किया और उनके शेख पतियों ने ताली बजाकर लय बद्ध उनका साथ दिया, विडियो शेयर किजिये और 125 करोड लोगो तक पहुचाये",Dubai muslims singinmg bhajan,Muslims,Hindi
Urvashi Kapoor,28th Aug 2020,https://www.vishvasnews.com/viral/quick-fact-check-post-claiming-cancer-has-ph-that-is-too-acidic-is-fake/,"Quick Fact Check: कैंसर का पीएच काफी एसिडिक होता है, ऐसा दावा करने वाली फर्जी पोस्ट फिर वायरल",http://archive.today/Q7f5t,FB User: Mega Montega,कैंसर का पीएच काफी एसिडिक होता है।,Cancer PH level,Patients,Hindi
Urvashi Kapoor,28th Aug 2020,https://www.vishvasnews.com/politics/fact-check-fake-graphic-of-donald-trump-on-time-magazine-cover-goes-viral/,Fact Check: डोनाल्ड ट्रम्प की तस्वीर वाला ‘टाइम…टू गो’ कवर का यह वायरल ग्राफिक है फर्जी,http://archive.today/G4Fsb,Twitter user: Covfefe,टाइम मैगजीन ने कवर पर डोनाल्ड ट्रम्प की तस्वीर के साथ टाइम टू गो लिखा।,Time Magazine Cover Page,Donald Trump,Hindi
Urvashi Kapoor,28th Aug 2020,https://www.vishvasnews.com/viral/fact-check-video-of-cashew-shaped-snacks-shared-as-fake-cashews-getting-manufactured-by-machine/,"Fact Check: ये मशीन से काजू बनाने का वीडियो नहीं है, फर्जी दावा हो रहा है वायरल",https://www.facebook.com/100015792910035/videos/849278638941892/,Girdhari Lal Yogacharya,दावा किया जा रहा है कि वीडियो में दिख रही मशीन से नकली काजू बनाया जा रहा है।,Fake Machine,cashews manufacturing,Hindi
Abhishek Parashar,27th Aug 2020,https://www.vishvasnews.com/business/fact-check-fake-tweet-of-former-pm-manmohan-singh-resurfaces-again-on-social-media/,Quick Fact Check: RBI का खजाना खाली होने को लेकर मनमोहन सिंह के नाम से वायरल हो रहा बयान फर्जी और मनगढ़ंत,https://www.facebook.com/photo.php?fbid=10224238772385122&set=a.1117365662477&type=3&theater,FB User- दिनेशराय द्विवेदी,मनमोहन सिंह ने कहा रिजर्व बैंंक में अब कुछ भी रिजर्व नहीं रहा,Manmohan Singh said that RBI's treasury has no money in reserve.,"RBI, RBI Reserve, Manmohan Singh Tweet",Hindi
Pallavi Mishra,27th Aug 2020,https://www.vishvasnews.com/viral/fact-check-video-of-raid-on-a-restaurant-in-ludhiyana-viral-in-the-name-of-sonipats-famous-amrik-sukhdev-dhaba/,Fact Check: यह वीडियो मुरथल के अमरीक सुखदेव ढाबे की रसोई पर छापे का नहीं है,https://archive.fo/wip/SaTXX,FB Page Indian Viral Videos,Look at Murthal Sukhdev Dabbe’s kitchen. Indian Viral Videos #indianviralvideos #viraltrends #murthal #sonipat,Amrik Sukhdev Dhaba,Dhaba owners,Hindi
Urvashi Kapoor,26th Aug 2020,https://www.vishvasnews.com/viral/quick-fact-check-fake-post-claiming-this-thane-lab-is-sealed-over-false-positive-covid-19-testing-resurfaces-2/,"Quick Fact Check: नकली COVID पॉजिटिव टेस्ट करने पर ठाणे की लैब नहीं हुई सील, फर्जी पोस्ट फिर वायरल",https://www.facebook.com/groups/287309018054859/permalink/3060697440715989/?__tn__=-R,Yogesh Sawant,नकली COVID पॉजिटिव टेस्ट करने पर ठाणे की थायरोकेयर लैब को सील कर दिया गया है।,COVID 19,Thane Lab,Hindi
Urvashi Kapoor,26th Aug 2020,https://www.vishvasnews.com/viral/fact-check-this-topical-ointment-will-not-reduce-belly-fat-in-3-days/,"Fact Check: पेट पर टॉपिकल ऑइनमेंट लगाने से तीन दिन में कम नहीं होगा पेट, वायरल पोस्ट फर्जी",http://archive.today/SQZP3,FB user: Asif Asif,पेट पर विक्स लगाने से पेट का फैट तीन दिन में कम हो जाएगा।,Belly Fat Reduction,Topical Ointment,Hindi
Pallavi Mishra,25th Aug 2020,https://www.vishvasnews.com/politics/fact-check-viral-post-in-the-name-of-congress-mla-anil-upadhyay-is-false/,"Quick Fact Check: वायरल वीडियो में कांग्रेस विधायक अनिल उपाध्यााय नहीं, वायरल पोस्ट झूठी है",https://archive.fo/wip/ejiUX,Rukmanand Sharma,कांग्रेस विधायक अनिल उपाधाय अनजाने में कह गया पर सही बोल दिया इस VIDEO को इतना वायरल करो कि ये पुरा हिदुस्तान देख सके.,Congress MLA,Anil Upadhyay,Hindi
Pallavi Mishra,24th Aug 2020,https://www.vishvasnews.com/viral/fact-check-video-of-lion-roaring-on-the-roadside-is-from-gujarat-not-madhya-pradesh/,Fact Check: गुजरात में दिखे सिंह के वीडियो को मध्य प्रदेश का बता कर किया जा रहा है वायरल,http://archive.fo/wip/CFiQe,FB User Sultan Siddiqui,Lion on Raisen Bypass .. Everyone should be careful while going to Raisen,Lion seen in Maharashtra,Madhya Pradesh residents,Hindi
Urvashi Kapoor,21st Aug 2020,https://www.vishvasnews.com/world/fact-check-face-mask-can-cause-legionnaires-disease-post-claiming-so-is-fake/,"Fact Check: फेस मास्क पहनने से हो सकती है लेगिनेयर्स नामक बीमारी, ऐसा दावा करने वाला पोस्ट फर्जी",http://archive.today/xGI1V,FB user: Amber Mccurdy,फेस मास्क पहनने से हो सकती है लेगिनेयर्स डिजीज,Face Mask,Legionnaires' disease,Hindi
Urvashi Kapoor,20th Aug 2020,https://www.vishvasnews.com/viral/fact-check-post-claiming-coronavirus-can-be-cure-with-mouthwash-is-fake/,"Fact Check: माउथवॉश से कुल्ला करने पर नहीं ठीक होगा कोरोना, वायरल पोस्ट का दावा फर्जी",http://archive.today/AWkkZ,FB user: Kaye Ross,माउथवॉश से कुल्ला करने से कोरोनावायरस खत्म किया जा सकता है।,Coronavirus cures,Mouthwash ,Hindi
Pallavi Mishra,20th Aug 2020,https://www.vishvasnews.com/viral/fact-check-edited-photo-of-sri-koneshwaram-temple-in-sri-lanka-viral-with-false-claim/,Fact Check: एडिटेड फोटो को श्रीलंका का कोणेश्वरम मंदिर बता कर किया जा रहा है वायरल,http://archive.fo/wip/ikhrz,Pushpendra Kulshrestha,"तिरीकोनामलाई, (श्रीलंका) मे स्थित कोणेश्वरम मंदिर.यह मंदिर रावण द्वारा बनवाया गया था| It’s amazing….आश्चर्य है कि यह मंदिर का निर्माण कैसै किया होगा",Lord shiva temple in Srilanka,Shiva divotees,Hindi
Pallavi Mishra,19th Aug 2020,https://www.vishvasnews.com/politics/fact-check-photo-of-people-sitting-inside-sever-pipes-is-from-bangladesh-not-india/,"Fact Check: बड़े-बड़े सीवर के पाइपों के अंदर बैठे लोगों की यह तस्वीर बांग्लादेश की है, भारत की नहीं",http://archive.fo/wip/AbPZ3,Rema Devi,"“यह उसी भारत देखा की सड़कों का दृश्य है, जहां राम के लिए भव्य मंदिर बनाया जा रहा है।",Indian poor living in dever pipes,Indian poor,Hindi
Pallavi Mishra,16th Aug 2020,https://www.vishvasnews.com/viral/fact-checkold-video-of-mahesh-bhatt-shouting-viral-with-wrong-claim/,Fact Check: महेश भट्ट के पुराने वीडियो को सड़क 2 के ट्रेलर पर जनता के बुरे रिएक्शन से जोड़कर किया जा रहा है वायरल,http://archive.fo/wip/26WS3,S Maurya,90 #लाखडिसलाइक में देखो कैसा #पागल हो गया #महेशभट्ट,Sadak 2 flop,Mahesh Bhatt,Hindi
Urvashi Kapoor,15th Aug 2020,https://www.vishvasnews.com/world/quick-fact-check-fake-post-claiming-facebook-is-using-your-posts-in-lawsuits-against-it-amid-covid-19-pandemic-resurfaces-2/,"Quick Fact Check: COVID-19 के खिलाफ मुकदमों में फेसबुक आपकी पोस्ट को इस्तेमाल नहीं करता, वायरल दावा गलत है",https://www.facebook.com/permalink.php?story_fbid=3461102017247530&id=100000432961138,Mehmet Yıldırım,"Don’t forget that tomorrow starts the new Facebook rule that our photos can be used. Remember the deadline is today. They can be used in lawsuits against us. Everything we posted today goes public, even messages deleted. It takes nothing to make a simple copy and paste: better safe than sorry.",Using photos and videos during covid,Facebook,Hindi
Urvashi Kapoor,15th Aug 2020,https://www.vishvasnews.com/politics/fact-check-viral-photo-with-republic-day-wishes-on-a-billboard-are-digitally-edited/,Fact Check: बिलबोर्ड पर स्वतंत्रता दिवस की जगह गणतंत्र दिवस की शुभकामनाओं वाली वायरल तस्वीर एडिटेड है,https://twitter.com/Liberal_chacha/status/1294001671014473728,लिबरल चाचा,कांग्रेसियों ने फिर करायी फ़ज़ीहत नकुल नाथ और उनके समर्थकों ने दी ‘गणतंत्र दिवस’ की शुभकामना।,Republic Day wishes,Congress,Hindi
Pallavi Mishra,14th Aug 2020,https://www.vishvasnews.com/society/fact-check-the-lady-seen-in-the-picture-is-the-queen-of-baroda-radhika-raje-not-jain-sadhvi/,"Fact Check: तस्वीर में दिख रहीं महिला बड़ौदा की महारानी राधिका राजे हैं, जैन साध्वी नहीं",NA,Surender Kumar Jain,राजकुमारी बन गई साध्वी,Princess turns sadhvi,Jain Sadhvi,Hindi
Urvashi Kapoor,13th Aug 2020,https://www.vishvasnews.com/politics/fact-check-this-is-not-the-daughter-of-russian-president-putin-taking-covid-19-vaccine/,Fact Check: वीडियो में दिख रही लड़की नहीं है रूसी राष्ट्रपति पुतिन की बेटी जिसे दिया गया है COVID-19 का वैक्सीन,http://archive.today/q7coI,Twitter user: Sounder,वायरल वीडियो में नजर आ रही लड़की रूसी राष्ट्रपति व्लादीमीर पुतिन की बेटी है।,Covid 19 Vaccine,Russian President Putin's daughter,Hindi
Pallavi Mishra,13th Aug 2020,https://www.vishvasnews.com/politics/fact-check-the-meat-is-edited-and-pasted-in-a-plate-kept-with-yogi-adityanath-this-picture-is-fake/,"Fact Check: योगी आदित्यनाथ के साथ रखी थाली में एडिट करके चिपकाया गया है मांस, यह तस्वीर फर्जी है","क्या लिखूं कोई कुछ बतायेगा ,,,,,।।।।ये थाली में क्या है और क्या हो रहा है",इंडियन मुस्लिम सेना,नॉनवेज खाना खाते हैं आदित्यनाथ,Non veg food,Yogi Adityanath,Hindi
Pallavi Mishra,12th Aug 2020,https://www.vishvasnews.com/viral/fact-check-this-giant-skeleton-was-not-found-in-kurukshetra-image-from-a-photoshop-competition-viral-with-wrong-claim/,Quick Fact Check: एडिटिंग टूल्स का इस्तेमाल करके बनाई गई तस्वीर को कुरुक्षेत्र का कंकाल बताकर फिर किया जा रहा है वायरल,http://archive.fo/wip/S6MGT,राजेन्द्र सिंह पंवार,कुरूक्षेत्र के पास खुदाई करते समय विदेशी पुरातत्व विशेषज्ञों को एक 80 फुट की लम्बाई के मानव कंकाल के अवषेश मिले जो महाभारत के भीम के पुत्र घटोत्कच के वर्णन के समान है और हम भारत वासियों को महाभारत ही कहानी काल्पनीक लगती है इसे डिस्कवरी चैनल ने प्रसारित किया है!,Big skeleton,Bhim,Hindi
Pallavi Mishra,12th Aug 2020,https://www.vishvasnews.com/politics/fact-check-these-cattle-did-not-wash-away-in-kerala-rains-video-from-maxico-viral-with-fake-claim/,"Fact Check: नदी के पानी में पशुओं के बहने का यह वीडियो केरल का नहीं, मेक्सिको का है",http://archive.fo/wip/ecG38,Munnar Cottages Resorts,"Kerala Flood: Cattle washed away due to heavy rains in Kottayam, Kerala",Kerala floods,Kerala farmers,Hindi
Urvashi Kapoor,11th Aug 2020,https://www.vishvasnews.com/world/fact-check-viral-video-suggesting-holding-breath-technique-to-self-test-covid19-is-fake/,"Fact Check: सांस रोकने की क्षमता से नहीं पता किया जा सकता है कि आप कोरोना पीड़ित हैं या नहीं, वायरल वीडियो है फर्जी",NA,Whatsapp User,सांस रोकने की क्षमता से पता लगा सकते हैं कि आप कोरोना पॉजिटिव हैं या नहीं,Self Check,Covid 19,Hindi
Pallavi Mishra,11th Aug 2020,https://www.vishvasnews.com/politics/quick-fact-check-the-cross-in-the-locket-of-priyanka-gandhi-is-photoshopped/,Quick Fact Check: प्रियंका गांधी को लेकर वायरल जनेऊ और क्रॉस वाला पोस्ट झूठा है,http://archive.fo/wip/ss5oI,Harnek Singh, प्रियंका गांधी अयोध्या में जनेऊ और केरल में क्रॉस पहनती हैं,Priyanka Gandhi is christian,Priyanka Gandhi,Hindi
Pallavi Mishra,10th Aug 2020,https://www.vishvasnews.com/viral/fact-check-this-video-of-rescue-of-the-boy-who-fell-in-the-gutter-is-from-pakistan-and-not-from-mumbai/,"Fact Check: गटर में गिरे लड़के को बचाने का यह वीडियो पाकिस्तान का है, मुंबई का नहीं",http://archive.fo/KlpSw,xo @xo21426524,Man saved from manhole near dongri.,Boy fell in gutter,Mumbai residents,Hindi
Urvashi Kapoor,10th Aug 2020,https://www.vishvasnews.com/viral/quick-fact-check-post-claiming-who-warns-against-consuming-cabbage-to-prevent-covid-19-is-fake/,Quick Fact Check: डब्ल्यूएचओ ने नहीं कहा कि पत्तागोभी खाने से बढ़ सकता है कोरोना का खतरा,https://archive.md/wip/Aj5Nn,FB User: Manauar Hussain,डब्ल्यूएचओ ने चेतावनी दी है कि कोविड 19 से बचना है तो पत्तागोभी खाने से बचें।,Consuming Cabbage in COVID-19,WHO,Hindi
Urvashi Kapoor,7th Aug 2020,https://www.vishvasnews.com/world/fact-check-this-inaccurate-information-in-the-viral-graphics-related-to-coronavirus-is-not-issued-by-unicef/,Fact Check: UNICEF के नाम से वायरल कोरोनावायरस से जुड़ी जानकारी वाला यह पोस्ट है भ्रामक,https://archive.md/wip/5STJr,FB Page: Clean & Green Services,"यूनिसेफ ने कहा कि कोरोनावायरस हवा में नहीं, बल्कि जमीन पर रहता है।",Statement about Covid 19,UNICEF,Hindi
Urvashi Kapoor,6th Aug 2020,https://www.vishvasnews.com/viral/fact-check-viral-post-on-coronavirus-by-the-name-of-unicef-is-fake/,Fact Check: COVID-19 पर UNICEF के नाम से वायरल हो रही यह पोस्ट फर्जी है,https://archive.md/wip/0uPqs,FB User: Hla Oo,"यूनिसेफ ने कहा कि COVID-19 का सेल बड़े साइज का है करीब 400 से 500 माइक्रो, इसलिए कोई भी मास्क पहन कर इससे सुरक्षित हुआ जा सकता है।",Statement about Covid 19,UNICEF,Hindi
Pallavi Mishra,6th Aug 2020,https://www.vishvasnews.com/world/fact-check-this-football-stadium-is-in-moscow-russia-and-not-in-manipur/,"Fact Check: यह फुटबॉल स्टेडियम रूस के मॉस्को में है, मणिपुर में नहीं",http://archive.fo/wip/eQuqv,Dinesh DC Chandrasekar,"This beautiful football ground is not in Europe but in Ukhrul Manipur, India….!",Football statium in Manipur,Football fans,Hindi
Urvashi Kapoor,5th Aug 2020,https://www.vishvasnews.com/viral/fact-check-no-covid-19-doesnt-have-its-own-ph-value/,"Fact Check: COVID-19 की अपनी कोई पीएच वैल्यू नहीं है, वायरल हो रही पोस्ट है भ्रामक",https://www.facebook.com/matthewzveiwz/posts/10216367616374863,FB User: Matthew Parrott,कोरोनावायरस की अपनी पीएच वैल्यू है,PH Value,Covid 19,Hindi
Pallavi Mishra,5th Aug 2020,https://www.vishvasnews.com/society/fact-check-this-picture-viral-in-the-name-of-bihar-is-of-the-2011-floods-in-odisha/,Fact Check: बिहार के नाम पर वायरल यह मार्मिक तस्वीर ओडिशा में 2011 में आई बाढ़ की है,http://archive.fo/wip/N1O14,UpSc_beginner,"सहनशीलता पत्थर सी, और दिल मोम सा … ना जाने किस मिट्टी की बनी होती है माँ …! माँ * !! बिहार में बाढ़ की एक मार्मिक छवि",Bihar floods,Bihar residents ,Hindi
Pallavi Mishra,4th Aug 2020,https://www.vishvasnews.com/politics/fact-checkthis-is-italys-republic-day-video-not-france-celebrating-handing-over-the-rafale-jet-to-india/,Fact Check: इटली के गणतंत्र दिवस के वीडियो को फ्रांस द्वारा भारत को राफेल जहाज़ सौंपे जाने का समारोह बता कर किया जा रहा है वायरल,http://archive.fo/wip/XeDA7,Sumanta Das,Everyone talked about Rafael landing in India but see the farewell from France with Indian Tricolors,Rafael handover,Indian Govt,Hindi
Pallavi Mishra,4th Aug 2020,https://www.vishvasnews.com/society/fact-check-viral-video-of-huge-crowd-in-bengaluru-market-is-not-of-this-year/,"Fact Check: बेंगलुरु के बाजार में भारी भीड़ का वायरल वीडियो इस साल का नहीं, 2019 का है",http://archive.fo/wip/cBWH7,Narendra_Krishnappa @Narendra_K1208,"कोविड-19 नियमों के बावजूद, वरमाला मुखक्ष्मी व्रतम उत्सव के दौरान बेंगलुरु के केआर मार्केट में भारी भीड़",Covid 2019,Bengaluru residents,Hindi
