Story Date,Story URL,Headline,Claim URL,What (Claim)
21st Feb 2023,https://www.vishvasnews.com/english/viral/fact-check-rbi-did-not-ask-banks-to-print-essence-of-gita-on-passbooks/,Fact Check: RBI did not ask banks to print essence of Gita on passbooks,https://www.facebook.com/haiderali1331/posts/pfbid02cqNRqwbo74UMdGMoPtnqaruKmuiXDsUQzK8x6tSFCcaa7qNb9f9nPKkZUjPeosf6l,RBI asks banks to print essence of Gita on passbooks
14th Sep 2023,https://www.vishvasnews.com/english/politics/fact-check-viral-picture-of-meeting-between-pm-modi-and-us-president-edited-and-shared-with-misleading-claim/,Fact Check: Viral Picture Of Meeting Between PM Modi And US President Edited And Shared With Misleading Claim,https://www.facebook.com/ajaymishrajiarmy/videos/710025511169502/,There is a picture of Mahabharata on the back wall of the meeting between PM MOdi and US President Joe Bidenin Bharat Mandapam.
4th May 2023,https://www.vishvasnews.com/english/viral/fact-check-6-year-old-pic-of-jharkhand-train-being-shared-as-vande-bharat-express-with-misleading-claim/,Fact Check: 6-Year-Old Pic of Jharkhand train being shared as Vande Bharat Express with misleading claim,https://twitter.com/KrisNair1/status/1651119775425388544,Thiruvananthapuram-Kasaragod Vande Bharat train had reported a water leak on arrival in Kannur
21st Apr 2023,https://www.vishvasnews.com/english/politics/fact-check-video-of-delhi-education-minister-atishi-inspecting-mcd-school-being-shared-with-misleading-claim/,Fact Check: Video of Delhi Education Minister Atishi inspecting MCD school being shared with misleading claim,https://www.facebook.com/100000418254414/videos/1735794593505729/,Delhi Education Minister Atishi Marlena criticises a government school for its poor condition
10th Oct 2023,https://www.vishvasnews.com/english/ai-check/fact-check-rahul-gandhis-ai-generated-picture-shared-with-misleading-claim/,Fact Check: Rahul Gandhi’s AI-Generated Picture Shared With Misleading Claim,https://twitter.com/Ak29122000/status/1707009151883485358,Rahul Gandhi\'s photo taken on Goa beach by Australian tourist
13th Apr 2023,https://www.vishvasnews.com/english/politics/fact-check-viral-letter-on-rss-call-to-convert-muslim-girls-is-fake-and-misleading/,Fact Check: Viral letter on RSS call to convert Muslim girls is fake and misleading,https://twitter.com/ShahavajAnjum/status/1644726693473701888,RSS letter allegedly talks about training Hindu youths on behalf of the Sangh to get Muslim girls to convert to Hinduism.
6th Oct 2023,https://www.vishvasnews.com/english/politics/fact-check-pm-modi-didnt-pay-tributes-to-godse-viral-image-of-deendayal-upadhyaya-shared-with-misleading-claim/,"Fact Check: PM Modi Didn’t Pay Tributes To Godse, Viral Image Of Deendayal Upadhyaya Shared With Misleading Claim",https://www.facebook.com/photo.php?fbid=883876216437040&set=a.104312387726764&type=3&theater,PM Modi paying tribute to Mahatma Gandhi and Nathuram Godse
4th Apr 2023,https://www.vishvasnews.com/english/viral/fact-check-image-of-foxtail-lily-being-shared-as-rare-pagoda-flower-seen-every-400-years/,Fact Check: Image of foxtail lily being shared as rare ‘pagoda flower’ seen every 400 years,https://www.facebook.com/ahmed.shafiq.33/posts/173670728436854/,Unique \'pagoda flower\' found in Tibet; this flower grows once every 400 years in the Himalayas
12th Sep 2023,https://www.vishvasnews.com/english/viral/fact-check-old-poster-of-pm-modi-being-most-popular-leader-shared-with-false-claim-by-linking-it-to-g20-summit/,Fact Check: Old Poster Of PM Modi Being ‘Most Popular’ Leader Shared With False Claim By Linking It To G20 Summit,https://twitter.com/flashNaseerA/status/1699768631771676847,Posters showing Modi\'s popularity put up to welcome heads of state before the G-20 meeting.
24th Nov 2022,https://www.vishvasnews.com/english/viral/fact-check-viral-post-claiming-fifa-offering-50gb-free-data-by-clicking-on-a-link-is-a-scam/,Fact Check: Viral Post Claiming FIFA Offering 50GB free data By Clicking On A Link Is A Scam,https://www.facebook.com/permalink.php?story_fbid=pfbid024HWtX3yDSNAJFwz2svzXESpftj8etj1KVNJz3ZwAzJbG8Y8aKYoBc68AyBH9AqfZl&id=100049781354436,FIFA gives people around the world 50GB data for free to watch 2022 qatar World Cup.
30th Nov 2022,https://www.vishvasnews.com/english/world/fact-check-the-viral-video-of-fifa-world-cup-2022-opening-ceremony-is-digitally-created/,Fact Check: The Viral Video Of FIFA World Cup 2022 opening ceremony Is Digitally Created,https://www.facebook.com/100063903630636/videos/901370057937786,"caption reads, “FIFA 2022,,, opening ceremony fireworks. So beautiful."
22nd Dec 2022,https://www.vishvasnews.com/english/viral/fact-check-do-not-use-garlic-to-reduce-ear-pain-and-headache-viral-post-is-misleading/,Fact Check: Do not use garlic to reduce ear pain and headache; viral post is misleading,https://www.facebook.com/photo/?fbid=10218392967210615&set=a.10202281867563193,"Putting garlic in the ear cures earache, ear infection and headache quickly."
31st Aug 2022,https://www.vishvasnews.com/english/world/fact-check-this-video-of-the-giant-moon-emerging-from-the-sky-is-edited-2/,Fact Check: This video of the giant moon emerging from the sky is edited,https://www.facebook.com/khushkarn.singh.94/posts/466820655319244/,"This phenomenon can be observed only once a year for 36 seconds. During this, there is a total solar eclipse for 5 seconds and there is darkness all over."
2nd Nov 2022,https://www.vishvasnews.com/english/world/fact-check-the-tallest-man-in-the-world-is-from-turkey-not-pakistan/,"Fact Check: The tallest man in the world is from Turkey, not Pakistan",https://www.facebook.com/permalink.php?story_fbid=1155578855370820&id=100027561500399,The tallest man in the world is a Muslim brother from Pakistan
31st Oct 2022,https://www.vishvasnews.com/english/viral/fact-check-this-video-of-rameez-raja-scolding-the-pakistani-team-is-old-and-not-related-to-the-zimbabwe-pakistan-match-in-t20-world-cup/,"Fact Check: This video of Rameez Raja scolding the Pakistani team is old, and not related to the Zimbabwe-Pakistan match in T20 World Cup",https://twitter.com/umeshkodopi/status/1585905838346027008,Ramiz Raja scolds team Pakistan after defeat against Zimbabwe in T20 WC
31st Aug 2022,https://www.vishvasnews.com/english/politics/fact-check-video-of-congress-mla-jagat-singh-negi-again-viral-with-false-claim-2/,Fact Check: Video of Congress MLA Jagat Singh Negi again viral with false claim,https://www.facebook.com/watch/?v=480897370092890,Nepali MP criticizes PM Modi in Nepal Parliament
29th Jul 2022,https://www.vishvasnews.com/english/health/fact-check-this-breathing-test-doesnt-measure-lung-health-or-oxygen-levels-viral-video-is-misleading/,"Fact Check: This breathing test doesn’t measure lung health or oxygen levels, viral video is misleading",https://www.facebook.com/permalink.php?story_fbid=pfbid0RocWBZ682iPwWxomT2idjGa2swX4A6uS5vcTtaCWHUToZyYWvhJYBXAMSMdbKKibl&id=100082619599232,"Check Your Lungs and Oxygen Level. If you can hold your breath from point A to B, Then You are in SAFE ZONE"
25th Oct 2022,https://www.vishvasnews.com/english/viral/fact-check-the-video-of-the-tapping-exercise-has-nothing-to-do-with-tata-memorial-hospital/,Fact Check: The video of the tapping exercise has nothing to do with Tata Memorial Hospital,https://www.facebook.com/gajendra.khedkar.3/videos/673554053967271/,Tata Memorial Hospital. Request everyone to watch this video without deleting.
21st Oct 2022,https://www.vishvasnews.com/english/viral/fact-check-in-gurugram-dead-body-in-suitcase-case-accused-and-victim-belonged-to-the-same-community-no-communal-angle/,"Fact Check: In Gurugram dead body in suitcase case, accused and victim belonged to the same community, no communal angle",https://twitter.com/yogeshDharmSena/status/1582925230934093824,Love jihad case in Gurugram
20th Oct 2022,https://www.vishvasnews.com/english/viral/fact-check-cartoon-network-is-not-shutting-down-viral-claim-is-false/,"Fact Check: Cartoon Network is not shutting down, viral claim is false",https://www.facebook.com/3ored/videos/879027493019365/,Cartoon Network is Shutting Down
13th Jul 2022,https://www.vishvasnews.com/english/politics/fact-check-this-person-doing-yoga-in-kedarnath-is-santosh-trivedi-a-pilgrimage-priest-not-pm-modi/,"Fact Check: This person doing yoga in Kedarnath is Santosh Trivedi, a pilgrimage priest, not PM Modi",https://www.facebook.com/pradip.nalamwar.14/posts/pfbid02mQ3Sc7tWk6CfQWkobfTRSck2jT3fo6wpci8HxLoDYMgYy61CQy2Em8tJLsbW1WiXl,मोदी जी का 26 वर्ष की उम्र में केदारनाथ की परिक्रमा लगाते हुए।
30th Jun 2022,https://www.vishvasnews.com/english/politics/fact-check-this-video-of-protest-during-bhagwant-manns-press-conference-is-old/,Fact Check: This video of protest during Bhagwant Mann’s press conference is old,https://www.facebook.com/watch/?v=1053073762045273,Seems to have earned good respect in 3 months
13th Oct 2022,https://www.vishvasnews.com/english/viral/fact-check-video-of-people-falling-into-a-drain-is-from-rajasthan-not-tamil-nadu/,"Fact Check: Video Of People Falling Into A Drain Is From Rajasthan, Not Tamil Nadu",https://www.facebook.com/100009119638419/posts/390393103154249/,People fell into a drain in Chennai after the top concret floor broke
4th Oct 2022,https://www.vishvasnews.com/english/viral/fact-check-this-is-not-a-miraculous-river-that-appears-for-a-month-out-of-nowhere-the-viral-claim-is-fake/,"Fact Check: This is not a miraculous river that appears for a month out of nowhere, the viral claim is fake",https://www.facebook.com/dimple.munjal.31/videos/507399444552991/,This river of South India appears on the new moon of Pitra Paksha and disappears on the new moon day of Deepawali.
